u,v,weight
134,694,0.0142857142857143
134,695,0.024390243902439
134,699,0.0344827586206897
134,700,0.0303030303030303
135,137,0.0222222222222222
135,139,0.0217391304347826
135,140,0.0222222222222222
135,141,0.22123701469487
135,142,0.0979791047052543
135,146,0.0285714285714286
135,153,0.0285714285714286
135,154,0.249808443266298
135,165,0.0217391304347826
135,167,0.0285714285714286
135,168,0.246112221588371
135,174,0.0285714285714286
135,178,0.0285714285714286
135,182,0.0450861195542047
135,185,0.19163193485002
135,186,0.0212765957446809
135,192,0.246112221588371
135,201,0.0668252499889873
135,203,0.0285714285714286
135,206,0.0434988179669031
135,207,0.0285714285714286
135,213,0.0657210401891253
135,220,0.0979791047052543
135,228,0.0285714285714286
135,234,0.0450861195542047
135,246,0.0212765957446809
135,247,0.0285714285714286
135,249,0.22123701469487
135,251,0.0285714285714286
135,252,0.0757568824830321
135,261,0.0222222222222222
135,263,0.0434988179669031
135,265,0.0668252499889873
135,274,0.0238095238095238
135,275,0.0222222222222222
135,287,0.0285714285714286
135,291,0.246112221588371
135,301,0.0668252499889873
135,308,0.152461427937578
135,316,0.0857302867383513
135,317,0.0285714285714286
135,319,0.0434988179669031
135,320,0.0657210401891253
135,328,0.0962370146948696
135,329,0.0285714285714286
135,330,0.0217391304347826
135,333,0.0425531914893617
135,341,0.176150895140665
135,343,0.0657210401891253
135,353,0.107142857142857
135,357,0.0434988179669031
135,360,0.0285714285714286
135,362,0.22123701469487
135,363,0.0668252499889873
135,368,0.051150895140665
135,370,0.0285714285714286
135,371,0.0434988179669031
135,375,0.443539712473717
135,386,0.129229104705254
135,390,0.0222222222222222
135,400,0.0999348321928967
135,402,0.0642857142857143
135,404,0.0450861195542047
135,407,0.0668252499889873
135,413,0.0647754137115839
135,415,0.495920664854669
135,418,0.0962370146948696
135,420,0.0450861195542047
135,422,0.051150895140665
135,423,0.108962609970674
135,427,0.0222222222222222
135,431,0.173617967075822
135,432,0.129229104705254
135,433,0.0217391304347826
135,434,0.0222222222222222
135,438,0.0238095238095238
135,440,0.0217391304347826
135,444,0.0434988179669031
135,447,0.0222222222222222
135,448,0.0222222222222222
135,449,0.0434988179669031
135,450,0.173617967075822
135,452,0.0434988179669031
135,464,0.107006882483032
135,470,0.0498480243161094
135,472,0.03125
135,477,0.0238095238095238
135,480,0.0969710401891253
135,482,0.0657210401891253
135,494,0.0724274908853458
135,496,0.0450861195542047
135,499,0.03125
135,509,0.14420620236994
135,514,0.0752113526570048
135,521,0.202613403621468
135,523,0.176150895140665
135,526,0.108141776599632
135,531,0.0476190476190476
135,541,0.0996031746031746
135,545,0.22123701469487
135,550,0.0688956433637285
135,551,0.03125
135,556,0.199497884260087
135,558,0.0285714285714286
135,568,0.0962370146948696
135,572,0.0523809523809524
135,578,0.246112221588371
135,579,0.0285714285714286
135,580,0.249808443266298
135,581,0.22123701469487
135,586,0.0962370146948696
135,597,0.0979791047052543
135,611,0.0434988179669031
135,616,0.0222222222222222
135,618,0.0767045454545455
135,622,0.197427490885346
135,627,0.0285714285714286
135,633,0.0222222222222222
135,636,0.22123701469487
135,639,0.0736575481256332
135,645,0.198373117362887
135,646,0.0757568824830321
135,649,0.197427490885346
135,655,0.0217391304347826
135,657,0.0857302867383513
135,658,0.0285714285714286
135,660,0.0724274908853458
135,663,0.0450861195542047
135,665,0.348301617235622
135,671,0.223889999366149
135,679,0.0757568824830321
135,683,0.0285714285714286
135,700,0.169407676133826
136,166,0.0208333333333333
136,183,0.0208333333333333
136,197,0.0208333333333333
136,210,0.0208333333333333
136,229,0.0208333333333333
136,239,0.0208333333333333
136,241,0.0208333333333333
136,270,0.0208333333333333
136,276,0.0208333333333333
136,277,0.0208333333333333
136,298,0.0208333333333333
136,305,0.0208333333333333
136,306,0.0208333333333333
136,325,0.0208333333333333
136,349,0.0208333333333333
136,350,0.0208333333333333
136,369,0.0208333333333333
136,372,0.0208333333333333
136,377,0.0208333333333333
136,408,0.0208333333333333
136,416,0.0208333333333333
136,419,0.0208333333333333
136,437,0.0208333333333333
136,476,0.0208333333333333
136,484,0.0208333333333333
136,485,0.0208333333333333
136,512,0.0208333333333333
136,519,0.0208333333333333
136,525,0.0208333333333333
136,529,0.0208333333333333
136,552,0.0208333333333333
136,571,0.0208333333333333
136,577,0.0208333333333333
136,598,0.0208333333333333
136,603,0.0208333333333333
136,634,0.0208333333333333
136,652,0.0208333333333333
136,656,0.0208333333333333
136,667,0.0208333333333333
136,672,0.0208333333333333
136,693,0.0208333333333333
137,142,0.0222222222222222
137,155,0.02
137,161,0.0412765957446809
137,163,0.0412765957446809
137,164,0.0212765957446809
137,168,0.0454780361757106
137,177,0.0232558139534884
137,182,0.02
137,184,0.0412765957446809
137,185,0.0454780361757106
137,192,0.0634988179669031
137,204,0.0412765957446809
137,206,0.0222222222222222
137,213,0.0454780361757106
137,220,0.0654780361757106
137,227,0.02
137,236,0.0232558139534884
137,240,0.0412765957446809
137,261,0.0222222222222222
137,263,0.0454780361757106
137,275,0.0454780361757106
137,283,0.0212765957446809
137,291,0.0222222222222222
137,292,0.0412765957446809
137,318,0.0212765957446809
137,319,0.0422222222222222
137,320,0.0454780361757106
137,327,0.0412765957446809
137,328,0.0412765957446809
137,332,0.0412765957446809
137,336,0.0212765957446809
137,339,0.0412765957446809
137,343,0.0222222222222222
137,361,0.0412765957446809
137,371,0.0222222222222222
137,375,0.0222222222222222
137,386,0.0654780361757106
137,387,0.02
137,390,0.0454780361757106
137,393,0.0412765957446809
137,397,0.0412765957446809
137,405,0.0232558139534884
137,406,0.0232558139534884
137,413,0.0454780361757106
137,415,0.0222222222222222
137,424,0.0412765957446809
137,426,0.0445324096981692
137,427,0.0222222222222222
137,432,0.0222222222222222
137,434,0.0222222222222222
137,438,0.0232558139534884
137,447,0.0454780361757106
137,449,0.0222222222222222
137,452,0.0454780361757106
137,459,0.02
137,467,0.0412765957446809
137,473,0.02
137,480,0.0454780361757106
137,482,0.0634988179669031
137,500,0.0232558139534884
137,503,0.0232558139534884
137,513,0.0232558139534884
137,524,0.0412765957446809
137,534,0.0412765957446809
137,550,0.0412765957446809
137,561,0.02
137,570,0.0212765957446809
137,578,0.0454780361757106
137,579,0.0212765957446809
137,584,0.0212765957446809
137,588,0.0412765957446809
137,589,0.0412765957446809
137,593,0.0212765957446809
137,597,0.0454780361757106
137,616,0.0222222222222222
137,619,0.0232558139534884
137,626,0.0412765957446809
137,632,0.0232558139534884
137,633,0.0867546319203915
137,641,0.0412765957446809
137,654,0.0232558139534884
137,665,0.0454780361757106
137,669,0.0412765957446809
137,675,0.0232558139534884
137,688,0.0412765957446809
137,691,0.0232558139534884
137,700,0.0454780361757106
138,142,0.0385899814471243
138,149,0.0277777777777778
138,153,0.0385899814471243
138,154,0.0277777777777778
138,157,0.024390243902439
138,167,0.0385899814471243
138,169,0.0277777777777778
138,176,0.024390243902439
138,179,0.0909090909090909
138,181,0.024390243902439
138,192,0.0663677592249021
138,203,0.0385899814471243
138,204,0.0277777777777778
138,206,0.0385899814471243
138,207,0.0277777777777778
138,217,0.190909090909091
138,221,0.0385899814471243
138,228,0.0385899814471243
138,234,0.0181818181818182
138,244,0.0277777777777778
138,251,0.0277777777777778
138,253,0.582575757575758
138,254,0.0277777777777778
138,259,0.125
138,272,0.0909090909090909
138,286,0.0385899814471243
138,295,0.024390243902439
138,302,0.0385899814471243
138,307,0.0204081632653061
138,308,0.0181818181818182
138,310,0.166666666666667
138,311,0.024390243902439
138,313,0.0181818181818182
138,319,0.0385899814471243
138,321,0.0204081632653061
138,323,0.024390243902439
138,331,0.0277777777777778
138,342,0.024390243902439
138,345,0.481966001478197
138,346,0.0277777777777778
138,347,0.0277777777777778
138,348,0.374242424242424
138,356,0.0277777777777778
138,367,0.0277777777777778
138,370,0.0181818181818182
138,375,0.0385899814471243
138,376,0.0385899814471243
138,381,0.0277777777777778
138,383,0.0181818181818182
138,391,0.024390243902439
138,394,0.024390243902439
138,400,0.0204081632653061
138,401,0.457575757575758
138,409,0.366666666666667
138,411,0.024390243902439
138,412,0.0629802253495633
138,415,0.0277777777777778
138,418,0.0277777777777778
138,420,0.024390243902439
138,425,0.0277777777777778
138,428,0.0181818181818182
138,433,0.0204081632653061
138,439,0.024390243902439
138,442,0.0629802253495633
138,446,0.0629802253495633
138,449,0.0385899814471243
138,450,0.0629802253495633
138,455,0.024390243902439
138,458,0.0181818181818182
138,460,0.0277777777777778
138,476,0.125
138,488,0.0629802253495633
138,494,0.0181818181818182
138,497,0.0385899814471243
138,499,0.0629802253495633
138,503,0.266666666666667
138,507,0.024390243902439
138,510,0.0629802253495633
138,517,0.457575757575758
138,521,0.0385899814471243
138,527,0.125
138,537,0.024390243902439
138,538,0.0385899814471243
138,542,0.152777777777778
138,553,0.125
138,555,0.0181818181818182
138,558,0.0204081632653061
138,563,0.024390243902439
138,569,0.024390243902439
138,572,0.0385899814471243
138,575,0.0277777777777778
138,577,0.125
138,580,0.0385899814471243
138,586,0.024390243902439
138,590,0.0385899814471243
138,592,0.190909090909091
138,595,0.0204081632653061
138,602,0.0629802253495633
138,607,0.0385899814471243
138,608,0.0385899814471243
138,611,0.0181818181818182
138,617,0.0385899814471243
138,619,0.0277777777777778
138,620,0.0181818181818182
138,621,0.366666666666667
138,627,0.0204081632653061
138,630,0.0521680216802168
138,637,0.266666666666667
138,638,0.024390243902439
138,648,0.024390243902439
138,656,0.125
138,657,0.0385899814471243
138,658,0.0277777777777778
138,670,0.0181818181818182
138,676,0.0385899814471243
138,682,0.0277777777777778
138,696,0.0277777777777778
139,141,0.0217391304347826
139,142,0.024390243902439
139,153,0.0294117647058824
139,154,0.0217391304347826
139,165,0.051150895140665
139,171,0.0538020086083214
139,189,0.0294117647058824
139,201,0.0217391304347826
139,209,0.0294117647058824
139,220,0.024390243902439
139,221,0.024390243902439
139,224,0.0294117647058824
139,234,0.024390243902439
139,242,0.024390243902439
139,249,0.0217391304347826
139,265,0.0217391304347826
139,267,0.0294117647058824
139,270,0.024390243902439
139,285,0.0294117647058824
139,286,0.024390243902439
139,299,0.024390243902439
139,301,0.051150895140665
139,302,0.0294117647058824
139,307,0.0294117647058824
139,311,0.024390243902439
139,313,0.024390243902439
139,316,0.024390243902439
139,328,0.0217391304347826
139,330,0.0217391304347826
139,341,0.0217391304347826
139,344,0.024390243902439
139,356,0.024390243902439
139,362,0.0217391304347826
139,363,0.0217391304347826
139,368,0.0217391304347826
139,374,0.0294117647058824
139,375,0.0217391304347826
139,388,0.024390243902439
139,389,0.024390243902439
139,393,0.0294117647058824
139,402,0.0294117647058824
139,406,0.024390243902439
139,407,0.0217391304347826
139,415,0.0217391304347826
139,418,0.0217391304347826
139,422,0.051150895140665
139,423,0.024390243902439
139,431,0.0217391304347826
139,433,0.0217391304347826
139,440,0.0217391304347826
139,450,0.0217391304347826
139,457,0.0294117647058824
139,473,0.024390243902439
139,488,0.0294117647058824
139,494,0.0217391304347826
139,495,0.0538020086083214
139,509,0.0217391304347826
139,514,0.0217391304347826
139,518,0.024390243902439
139,523,0.0217391304347826
139,526,0.0217391304347826
139,532,0.024390243902439
139,542,0.024390243902439
139,545,0.0217391304347826
139,547,0.0294117647058824
139,556,0.024390243902439
139,566,0.024390243902439
139,568,0.0461293743372216
139,577,0.024390243902439
139,578,0.0294117647058824
139,580,0.0217391304347826
139,581,0.0217391304347826
139,586,0.0217391304347826
139,590,0.024390243902439
139,595,0.0294117647058824
139,612,0.0294117647058824
139,620,0.0294117647058824
139,622,0.0217391304347826
139,624,0.024390243902439
139,627,0.0538020086083214
139,636,0.0217391304347826
139,639,0.024390243902439
139,645,0.0217391304347826
139,649,0.0217391304347826
139,655,0.0217391304347826
139,660,0.0217391304347826
139,661,0.0294117647058824
139,662,0.0538020086083214
139,665,0.0217391304347826
139,671,0.0294117647058824
139,694,0.0294117647058824
139,695,0.024390243902439
14,107,0.0227272727272727
14,110,0.0208333333333333
14,111,0.0256410256410256
14,112,0.0208333333333333
14,114,0.0473801560758082
14,116,0.0185185185185185
14,117,0.0688679245283019
14,119,0.0208333333333333
14,128,0.0208333333333333
14,145,0.308495484006905
14,148,0.0208333333333333
14,149,0.0208333333333333
14,150,0.0208333333333333
14,157,0.0476190476190476
14,162,0.0227272727272727
14,164,0.0408844388819358
14,167,0.0208333333333333
14,168,0.0208333333333333
14,169,0.171197596709018
14,17,0.0675615807194755
14,172,0.278580954092375
14,174,0.334136509647931
14,176,0.070107428803081
14,178,0.202882205513784
14,18,0.0227272727272727
14,181,0.0208333333333333
14,182,0.0384757676655568
14,185,0.0208333333333333
14,194,0.356863782375203
14,199,0.18844241329594
14,201,0.334136509647931
14,203,0.0227272727272727
14,205,0.0256410256410256
14,207,0.331222756734178
14,208,0.0227272727272727
14,209,0.207773220931116
14,212,0.0227272727272727
14,214,0.0989523281421173
14,219,0.0483682983682984
14,22,0.119240781594308
14,222,0.0208333333333333
14,225,0.088264594957744
14,226,0.0227272727272727
14,227,0.265479757827442
14,230,0.0227272727272727
14,231,0.0227272727272727
14,235,0.0208333333333333
14,236,0.0208333333333333
14,238,0.221872360541676
14,239,0.0227272727272727
14,244,0.230961906473328
14,245,0.0227272727272727
14,246,0.0566172122775896
14,248,0.0227272727272727
14,254,0.0658986745943268
14,260,0.0227272727272727
14,263,0.0208333333333333
14,265,0.107132519486046
14,266,0.0227272727272727
14,267,0.102631578947368
14,273,0.0430157261794635
14,275,0.0208333333333333
14,279,0.20825338375648
14,28,0.0412457912457912
14,280,0.348503493637555
14,282,0.107625683283578
14,288,0.0526315789473684
14,289,0.0208333333333333
14,29,0.167609079962606
14,295,0.0208333333333333
14,30,0.190336352689879
14,300,0.0380986937590711
14,303,0.0476190476190476
14,308,0.104598617756512
14,31,0.14021164021164
14,317,0.100250626566416
14,320,0.354969842981264
14,335,0.230961906473328
14,341,0.0526315789473684
14,345,0.0208333333333333
14,346,0.102631578947368
14,35,0.0227272727272727
14,352,0.0227272727272727
14,353,0.189254702412597
14,354,0.120228923886798
14,355,0.308495484006905
14,357,0.105660274478547
14,360,0.0208333333333333
14,362,0.155263157894737
14,364,0.0227272727272727
14,373,0.209924202271886
14,379,0.0814914938450202
14,38,0.0208333333333333
14,386,0.0208333333333333
14,392,0.0473801560758082
14,396,0.162305154652839
14,397,0.150250626566416
14,401,0.0227272727272727
14,406,0.231200798016567
14,414,0.0227272727272727
14,415,0.0208333333333333
14,417,0.0476190476190476
14,421,0.0227272727272727
14,433,0.227003990161885
14,435,0.0208333333333333
14,448,0.227003990161885
14,45,0.0227272727272727
14,450,0.0227272727272727
14,451,0.0473801560758082
14,452,0.265479757827442
14,458,0.0686567518204891
14,463,0.0566172122775896
14,471,0.29796046941032
14,472,0.0867923499502447
14,473,0.102631578947368
14,477,0.18844241329594
14,482,0.0208333333333333
14,490,0.0227272727272727
14,497,0.144881807235334
14,498,0.0208333333333333
14,500,0.0208333333333333
14,502,0.0208333333333333
14,504,0.0208333333333333
14,505,0.0208333333333333
14,507,0.129859792213319
14,509,0.202882205513784
14,510,0.0753588516746412
14,511,0.0227272727272727
14,514,0.086080099237994
14,517,0.0476190476190476
14,520,0.122977899293689
14,524,0.100250626566416
14,528,0.154751567105093
14,534,0.0227272727272727
14,537,0.0430157261794635
14,538,0.102631578947368
14,540,0.0473801560758082
14,549,0.0408844388819358
14,55,0.354969842981264
14,551,0.189254702412597
14,556,0.0208333333333333
14,557,0.0208333333333333
14,563,0.0208333333333333
14,569,0.0686567518204891
14,573,0.0256410256410256
14,578,0.0208333333333333
14,579,0.220479550453214
14,581,0.202882205513784
14,583,0.0208333333333333
14,586,0.0208333333333333
14,591,0.0473801560758082
14,596,0.126363288716815
14,597,0.0684523809523809
14,599,0.202882205513784
14,600,0.0227272727272727
14,606,0.0989523281421173
14,61,0.0949725412941733
14,613,0.0626235693167184
14,619,0.0208333333333333
14,621,0.139423928897613
14,624,0.0867923499502447
14,625,0.100722263075789
14,626,0.150250626566416
14,628,0.0566172122775896
14,629,0.0227272727272727
14,630,0.0408844388819358
14,631,0.0686567518204891
14,632,0.0196078431372549
14,635,0.070107428803081
14,640,0.0227272727272727
14,643,0.227003990161885
14,644,0.0208333333333333
14,65,0.0380986937590711
14,650,0.102631578947368
14,651,0.0227272727272727
14,654,0.0686567518204891
14,66,0.202882205513784
14,665,0.0208333333333333
14,670,0.0975016511595254
14,673,0.129859792213319
14,679,0.0227272727272727
14,685,0.0227272727272727
14,690,0.0227272727272727
14,691,0.0408844388819358
14,695,0.202882205513784
14,698,0.0208333333333333
14,76,0.0840223263700102
14,79,0.105660274478547
14,80,0.144881807235334
14,81,0.0975016511595254
14,85,0.0227272727272727
14,91,0.0384757676655568
14,97,0.193924869436291
14,98,0.0476190476190476
14,99,0.0208333333333333
140,142,0.0222222222222222
140,143,0.040016006402561
140,144,0.0988904652770199
140,146,0.0256410256410256
140,153,0.0625
140,154,0.0881410256410256
140,155,0.0196078431372549
140,160,0.0256410256410256
140,163,0.150401069518717
140,165,0.0499108734402852
140,167,0.0881410256410256
140,168,0.0222222222222222
140,174,0.0881410256410256
140,178,0.13712061747776
140,189,0.0196078431372549
140,192,0.255956625074272
140,194,0.0489795918367347
140,203,0.0881410256410256
140,209,0.0499108734402852
140,213,0.0222222222222222
140,214,0.0489795918367347
140,218,0.0256410256410256
140,220,0.0721330956625074
140,224,0.0746206174777603
140,227,0.0489795918367347
140,228,0.0881410256410256
140,231,0.0489795918367347
140,242,0.0285714285714286
140,243,0.0256410256410256
140,247,0.0881410256410256
140,251,0.0881410256410256
140,252,0.0222222222222222
140,255,0.0489795918367347
140,282,0.0489795918367347
140,287,0.0746206174777603
140,291,0.0222222222222222
140,292,0.150401069518717
140,303,0.0489795918367347
140,307,0.150401069518717
140,308,0.0222222222222222
140,310,0.416666666666667
140,316,0.113799762329174
140,317,0.0256410256410256
140,319,0.254142566117356
140,320,0.0222222222222222
140,321,0.0416666666666667
140,326,0.0204081632653061
140,328,0.0499108734402852
140,329,0.0256410256410256
140,337,0.0489795918367347
140,343,0.0222222222222222
140,346,0.0256410256410256
140,351,0.0489795918367347
140,357,0.0222222222222222
140,370,0.0256410256410256
140,375,0.0222222222222222
140,383,0.0256410256410256
140,386,0.0712018140589569
140,387,0.0196078431372549
140,393,0.0196078431372549
140,397,0.23373440285205
140,400,0.113799762329174
140,401,0.333333333333333
140,409,0.333333333333333
140,415,0.0222222222222222
140,422,0.12014896867838
140,427,0.0256410256410256
140,431,0.0489795918367347
140,432,0.0908096571962118
140,440,0.0196078431372549
140,444,0.0222222222222222
140,448,0.0222222222222222
140,464,0.0222222222222222
140,467,0.23373440285205
140,470,0.138051899081311
140,471,0.150401069518717
140,472,0.0196078431372549
140,473,0.0196078431372549
140,478,0.0489795918367347
140,480,0.0638888888888889
140,481,0.0489795918367347
140,482,0.0418300653594771
140,503,0.333333333333333
140,506,0.0489795918367347
140,510,0.0256410256410256
140,514,0.0222222222222222
140,521,0.276364788339578
140,523,0.0489795918367347
140,534,0.0988904652770199
140,536,0.0499108734402852
140,538,0.0489795918367347
140,541,0.0426303854875283
140,550,0.23373440285205
140,551,0.100490196078431
140,553,0.0256410256410256
140,558,0.0256410256410256
140,561,0.0915775401069519
140,564,0.0196078431372549
140,568,0.0489795918367347
140,572,0.0881410256410256
140,578,0.0222222222222222
140,580,0.0204081632653061
140,592,0.0204081632653061
140,594,0.0256410256410256
140,596,0.0256410256410256
140,597,0.0222222222222222
140,600,0.0489795918367347
140,604,0.0988904652770199
140,608,0.0489795918367347
140,609,0.0625
140,611,0.0222222222222222
140,612,0.23373440285205
140,626,0.0915775401069519
140,627,0.0256410256410256
140,639,0.0746206174777603
140,641,0.23373440285205
140,645,0.0222222222222222
140,646,0.255956625074272
140,655,0.0204081632653061
140,657,0.0222222222222222
140,658,0.0256410256410256
140,660,0.0703190367055913
140,661,0.0489795918367347
140,665,0.0222222222222222
140,671,0.0222222222222222
140,673,0.0204081632653061
140,676,0.0489795918367347
140,679,0.0712018140589569
140,683,0.0256410256410256
140,686,0.0196078431372549
140,688,0.0499108734402852
140,689,0.0625
140,700,0.0222222222222222
141,146,0.164852134299809
141,153,0.0227272727272727
141,154,0.268964287422142
141,155,0.0697926104902849
141,157,0.0227272727272727
141,160,0.025
141,161,0.0227272727272727
141,165,0.0217391304347826
141,167,0.0227272727272727
141,169,0.294217213664888
141,171,0.0459830866807611
141,173,0.294217213664888
141,178,0.0227272727272727
141,180,0.0232558139534884
141,182,0.0450861195542047
141,195,0.025
141,201,0.0918252499889873
141,203,0.0227272727272727
141,204,0.046031746031746
141,220,0.03125
141,221,0.03125
141,227,0.0238095238095238
141,234,0.138845138313223
141,236,0.025
141,240,0.0238095238095238
141,243,0.0227272727272727
141,244,0.163264832712507
141,246,0.0212765957446809
141,247,0.0227272727272727
141,249,0.24623701469487
141,251,0.14599210543978
141,254,0.0222222222222222
141,265,0.0918252499889873
141,274,0.0488095238095238
141,280,0.0465367965367965
141,284,0.0227272727272727
141,287,0.0703463203463204
141,292,0.0227272727272727
141,299,0.194208194905869
141,300,0.0227272727272727
141,301,0.0668252499889873
141,304,0.170952380952381
141,315,0.0687590187590188
141,317,0.0459830866807611
141,323,0.025
141,324,0.0937590187590188
141,328,0.0962370146948696
141,330,0.044994944388271
141,333,0.0212765957446809
141,336,0.0238095238095238
141,337,0.164852134299809
141,341,0.176150895140665
141,346,0.233611153058827
141,347,0.294217213664888
141,351,0.025
141,353,0.0757142857142857
141,354,0.0222222222222222
141,357,0.0459830866807611
141,358,0.0222222222222222
141,362,0.540454228359758
141,363,0.0668252499889873
141,366,0.0227272727272727
141,368,0.082400895140665
141,375,0.22123701469487
141,383,0.0545058139534884
141,390,0.0449494949494949
141,395,0.0227272727272727
141,396,0.0238095238095238
141,402,0.0902200996677741
141,404,0.0928133922814774
141,406,0.0227272727272727
141,407,0.0918252499889873
141,413,0.0212765957446809
141,415,0.24623701469487
141,418,0.244501847407377
141,419,0.0476190476190476
141,420,0.0700861195542047
141,422,0.051150895140665
141,431,0.409501847407377
141,433,0.044994944388271
141,434,0.0687590187590188
141,438,0.0465367965367965
141,440,0.0217391304347826
141,448,0.0232558139534884
141,450,0.198617967075822
141,468,0.0222222222222222
141,469,0.025
141,477,0.0720653377630122
141,491,0.0227272727272727
141,493,0.0476190476190476
141,494,0.0956833048388342
141,496,0.116622916091001
141,499,0.210883880331555
141,501,0.0238095238095238
141,503,0.0222222222222222
141,509,0.16920620236994
141,510,0.0227272727272727
141,514,0.0217391304347826
141,523,0.176150895140665
141,526,0.108141776599632
141,528,0.0227272727272727
141,531,0.0476190476190476
141,541,0.0773809523809524
141,542,0.0222222222222222
141,545,0.268964287422142
141,549,0.0222222222222222
141,550,0.0688956433637285
141,553,0.0227272727272727
141,556,0.224497884260087
141,558,0.0227272727272727
141,560,0.046031746031746
141,562,0.0687590187590188
141,568,0.12123701469487
141,570,0.0682053089029833
141,572,0.0488095238095238
141,579,0.0227272727272727
141,580,0.24623701469487
141,581,0.22123701469487
141,585,0.0227272727272727
141,586,0.12123701469487
141,596,0.0227272727272727
141,607,0.248185467633142
141,617,0.123264832712507
141,618,0.0227272727272727
141,619,0.0222222222222222
141,622,0.197427490885346
141,628,0.0687590187590188
141,630,0.0222222222222222
141,632,0.163264832712507
141,636,0.24623701469487
141,639,0.0450861195542047
141,641,0.0222222222222222
141,643,0.0232558139534884
141,645,0.176150895140665
141,649,0.445612958518488
141,653,0.0227272727272727
141,655,0.0217391304347826
141,658,0.18599210543978
141,660,0.0724274908853458
141,663,0.0700861195542047
141,665,0.173617967075822
141,668,0.0222222222222222
141,675,0.0227272727272727
141,686,0.0232558139534884
141,691,0.0227272727272727
142,144,0.0344827586206897
142,153,0.172874209234425
142,155,0.0493169075258627
142,157,0.0493169075258627
142,160,0.0657327586206897
142,165,0.0303030303030303
142,167,0.115684666750765
142,168,0.0979791047052543
142,170,0.0294117647058824
142,171,0.0759775454897406
142,180,0.0158730158730159
142,182,0.0238095238095238
142,184,0.0238095238095238
142,185,0.0434988179669031
142,186,0.0649273893954745
142,191,0.0571895424836601
142,192,0.213663771456019
142,193,0.0343915343915344
142,203,0.115684666750765
142,206,0.164474490008673
142,213,0.0657210401891253
142,216,0.0238095238095238
142,220,0.146178872417217
142,221,0.0779055984838917
142,224,0.0571895424836601
142,228,0.115684666750765
142,234,0.103673481394632
142,242,0.0481997677119628
142,251,0.0303030303030303
142,252,0.0757568824830321
142,261,0.0407407407407407
142,263,0.0434988179669031
142,267,0.0622605363984674
142,269,0.0238095238095238
142,270,0.0481997677119628
142,274,0.0294117647058824
142,275,0.0222222222222222
142,280,0.0638032990974167
142,282,0.0493169075258627
142,285,0.0303030303030303
142,286,0.201719165185389
142,291,0.0979791047052543
142,299,0.0859432742054693
142,300,0.0238095238095238
142,301,0.0571895424836601
142,302,0.0812931323592304
142,304,0.0657327586206897
142,307,0.0204081632653061
142,308,0.132673597608702
142,310,0.0657327586206897
142,311,0.0785027980149931
142,313,0.146001523722674
142,316,0.140423560943821
142,319,0.124791950326134
142,320,0.0657210401891253
142,321,0.0481859410430839
142,323,0.0238095238095238
142,326,0.0571895424836601
142,333,0.0450861195542047
142,336,0.0238095238095238
142,342,0.0343915343915344
142,343,0.0657210401891253
142,344,0.024390243902439
142,354,0.0307983890073442
142,356,0.144235556635683
142,357,0.0434988179669031
142,358,0.0238095238095238
142,359,0.0479302832244009
142,361,0.0571895424836601
142,368,0.03125
142,370,0.0489802071891624
142,371,0.0673083417764269
142,373,0.0294117647058824
142,374,0.0571895424836601
142,375,0.213663771456019
142,376,0.087906888972987
142,383,0.0331071913161465
142,384,0.0238095238095238
142,385,0.0582010582010582
142,386,0.0979791047052543
142,387,0.0307983890073442
142,388,0.024390243902439
142,389,0.0546932742054693
142,390,0.0222222222222222
142,393,0.0571895424836601
142,396,0.0185185185185185
142,400,0.0898138231379857
142,405,0.0657327586206897
142,406,0.0859432742054693
142,412,0.115684666750765
142,413,0.0434988179669031
142,415,0.0979791047052543
142,417,0.0238095238095238
142,419,0.0657327586206897
142,420,0.0343915343915344
142,423,0.152684097342288
142,424,0.0657327586206897
142,427,0.071539129748085
142,428,0.0331071913161465
142,429,0.0238095238095238
142,432,0.155168647188914
142,433,0.0204081632653061
142,434,0.0222222222222222
142,441,0.0343915343915344
142,442,0.115684666750765
142,444,0.0742972069742473
142,446,0.115684666750765
142,447,0.0407407407407407
142,448,0.0222222222222222
142,449,0.182993008527192
142,450,0.115684666750765
142,452,0.0434988179669031
142,454,0.0479302832244009
142,457,0.166666666666667
142,458,0.0489802071891624
142,459,0.09603578892372
142,463,0.0436507936507936
142,464,0.0995664062925559
142,470,0.0490543735224586
142,471,0.0158730158730159
142,472,0.058576166785122
142,473,0.024390243902439
142,480,0.0657210401891253
142,482,0.0657210401891253
142,483,0.0657327586206897
142,487,0.0294117647058824
142,488,0.339540875901092
142,494,0.0802302071891624
142,495,0.154706217721486
142,497,0.0693883704544685
142,499,0.115684666750765
142,501,0.114554307442238
142,503,0.0303030303030303
142,509,0.0238095238095238
142,510,0.115684666750765
142,513,0.0571895424836601
142,514,0.0222222222222222
142,518,0.0393156170367674
142,521,0.120848045963253
142,524,0.0238095238095238
142,532,0.0546932742054693
142,535,0.0479302832244009
142,536,0.0344827586206897
142,537,0.0185185185185185
142,538,0.0535153545814527
142,541,0.0222222222222222
142,542,0.0785027980149931
142,544,0.0344827586206897
142,545,0.0657327586206897
142,547,0.0571895424836601
142,551,0.0344827586206897
142,555,0.0674987257076809
142,556,0.0901230025231287
142,558,0.0204081632653061
142,559,0.0185185185185185
142,564,0.0657327586206897
142,566,0.0546932742054693
142,568,0.0546932742054693
142,572,0.115684666750765
142,576,0.0158730158730159
142,577,0.120426032826159
